country,year,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,longitude,latitude
Venezuela,1929,0.256,0.051,23.392,4.387,1.898,27.588,-65,7
Vietnam,1929,0.091,5.232,22.133,20.791,19.652,27.588,108,16
Zimbabwe,1929,0.41,2.752,0.572,1.249,1.816,27.588,30,-20
Argentina,1930,0.189,8.119,4.93,0.454,4.005,1.379,-58.382,-34.604
Armenia,1930,0.008,0.102,1.069,0.007,0.671,1.379,45.038,40.069
Australia,1930,0.349,21.68,0.349,0.995,5.25,1.379,151.21,-33.865
Austria,1930,0.298,17.602,11.42,4.947,0.964,2.947,14.55,47.516
Azerbaijan,1930,0.024,0.053,0.167,0.039,2.14,1.32,48.5,41.4
Belarus,1930,0.036,0.748,0.226,0.018,4.131,3.35,27.953,53.71
Belgium,1930,1.508,89.915,0.03,14.698,2.25,1.576,4.47,50.504
Bosnia and Herzegovina,1930,0.01,1.42,0.06,0,0.033,1.606,18.294,44.409
Brazil,1930,0.044,5.47,0.009,0.004,0.415,1.446,-46.625,-23.534
Bulgaria,1930,0.087,2.316,0.571,3.316,1.171,1.192,25.486,42.734
Canada,1930,0.927,79.498,1.231,1.557,12.366,2.785,-123.116,49.246
Chile,1930,0.08,3.77,1.512,18.394,0.376,1.635,-70.674,-33.447
China,1930,0.073,37.681,0.345,4.694,0.154,1.384,104.195,35.862
Croatia,1930,0.418,0.786,0.048,0.009,0.784,0.341,15.967,45.815
Czechia,1930,0.392,39.809,0.41,0.002,0.146,0.961,14.419,50.074
Denmark,1930,0.385,13.421,0.059,0.014,3.879,0.995,12.568,55.676
Egypt,1930,0.148,1.217,1.265,0.78,0.873,0.275,30.802,26.821
Estonia,1930,0.029,1.168,0.677,0.001,0.248,0.165,24.754,59.437
Finland,1930,0.102,2.43,0.093,0.415,0.117,0.963,24.946,60.192
France,1930,2.468,233.851,2.344,1.225,1.315,2.127,2.349,48.865
Georgia,1930,0.009,0.314,0.505,0.007,0.871,7.851,44.783,41.717
Germany,1930,2.802,459.29,0.579,0.542,-0.381,9.903,13.405,52.52
Greece,1930,0.087,2.271,0.739,1.704,0.495,3.888,21.824,39.074
Hungary,1930,0.164,11.589,0.305,0.381,0.762,1.29,19.04,47.498
Indonesia,1930,0.069,4.966,2.447,0.803,12.248,0.174,106.774,-6.121
Iran,1930,8.746,67.547,11.342,43.048,18.514,0.3,53.688,32.428
Ireland,1930,1.155,9.552,26.681,20.908,84.423,0.521,-8.244,53.413
Italy,1930,1.723,35.522,2.706,0.015,2.29,3.47,12.496,41.903
Japan,1930,1.853,83.371,0.68,0.077,0.865,8.568,138.253,36.205
Kazakhstan,1930,0.065,8.012,0.864,0.01,1.834,4.96,66.924,48.02
Kyrgyzstan,1930,0.013,0.592,0.96,0.002,0.307,1.806,74.766,41.204
Latvia,1930,0.046,0.228,0.123,0.003,0.486,0.857,25,57
Lithuania,1930,0.027,0.279,3.196,0.007,1.044,0.413,23.904,54.899
Malaysia,1930,0.06,1.526,0.182,0.131,2.146,0.037,112.5,2.5
Mexico,1930,0.115,2.451,2.999,0.56,17.368,0.188,-102,23
Moldova,1930,0.01,0.565,1.799,0.004,0.602,0.335,28.37,47.412
Montenegro,1930,0.161,0.137,0.044,1.191,0.006,0.521,19.3,42.5
Netherlands,1930,0.109,37.571,0.098,0.679,3.1,1.119,5.55,52.317
New Zealand,1930,0.094,4.771,0.326,21.201,0.093,0.786,173,-42
Nigeria,1930,0.033,0.938,1.136,1.461,1.244,0.602,10,8
North Korea,1930,0.524,2.222,10.824,25.072,0.234,0.503,127,40
North Macedonia,1930,0.036,0.987,3.195,9.094,0.075,0.431,21.7,41.6
Norway,1930,0.16,7.738,0.126,0.789,0.828,0.36,8,61
Oceania,1930,0.443,26.45,1.241,6.835,0.014,1.169,133.775,-25.274
Peru,1930,0.011,0.535,1.625,1.058,5.078,5.135,-76,-10
Philippines,1930,0.051,0.037,0.654,11.498,15.471,5.278,122,13
Poland,1930,0.411,53.795,3.021,0.674,1.685,5.425,20,52
Portugal,1930,0.047,3.891,3.237,23.385,0.385,3.164,-9.183,38.7
Romania,1930,0.196,3.129,1.312,2.151,17.767,1.419,25,46
Russia,1930,0.947,58.4,6.129,0.514,35.826,13.735,90,60
Serbia,1930,0.141,4.106,0.087,0.003,0.11,8,21,44
Slovakia,1930,0.221,12.585,0.029,0.002,0.076,2.154,19.5,48.667
Slovenia,1930,0.078,1.049,0.019,0.001,0.153,0.715,14.817,46.117
South Africa,1930,0.166,28.722,0.098,2.988,3.273,0.995,25,-30
South Korea,1930,0.699,0.123,0.075,6.48,23.556,1.603,128,36
Spain,1930,0.908,20.563,0.111,0.293,1.872,2.606,-4,40
Sweden,1930,0.305,16.858,0.117,0.062,1.77,1.061,16,63
Switzerland,1930,0.389,8.353,0.553,0.882,0.814,0.452,8.333,46.833
Taiwan,1930,0.26,4.243,1.571,0.131,3.17,0.532,121,24
Tajikistan,1930,0.006,0.191,0.461,0.002,0.24,0.889,71,39
Trinidad and Tobago,1930,0.177,6.006,1.67,0.263,3.646,2.156,-61.1,10.6
Turkey,1930,0.029,3.942,0.265,7.594,5.193,2.8,35,39
Turkmenistan,1930,0.036,0.191,0.233,0.036,1.527,6.93,60,40
Ukraine,1930,0.264,21.708,3.115,0.11,6.792,8.033,32,49
United Kingdom,1930,2.526,434.847,0.883,38.667,3.701,3.214,-3,55
United States,1930,14.198,1238.166,28.01,96.784,393.407,10.119,-100,40
Uzbekistan,1930,0.172,1.955,19.585,0.086,2.595,27.588,63,42
Venezuela,1930,0.216,0.026,23.603,3.279,-1.191,27.588,-65,7
Vietnam,1930,0.084,5.188,21.762,20.391,18.733,27.588,108,16
Zimbabwe,1930,0.386,2.492,0.572,1.249,1.743,27.588,30,-20
Argentina,1931,0.265,6.947,4.858,0.564,5.067,1.379,-58.382,-34.604
Armenia,1931,0.009,0.121,1.046,0.011,0.806,1.379,45.038,40.069
Australia,1931,0.196,19.35,0.351,0.964,5.489,1.379,151.21,-33.865
Austria,1931,0.149,16.997,11.231,2.486,0.956,2.916,14.55,47.516
Azerbaijan,1931,0.026,0.062,0.168,0.064,2.558,1.325,48.5,41.4
Belarus,1931,0.039,0.889,0.232,0.029,4.969,3.355,27.953,53.71
Belgium,1931,1.218,80.579,0.031,13.963,2.327,1.594,4.47,50.504
Bosnia and Herzegovina,1931,0.01,1.315,0.059,0.001,0.018,1.605,18.294,44.409
Brazil,1931,0.084,4.085,0.009,0.004,0.333,1.445,-46.625,-23.534
Bulgaria,1931,0.051,2.224,0.564,3.225,1.139,1.191,25.486,42.734
Canada,1931,0.8,61.214,1.233,1.37,12.465,2.79,-123.116,49.246
Chile,1931,0.051,2.876,1.448,17.426,0.357,1.633,-70.674,-33.447
China,1931,0.098,39.956,0.356,4.46,0.187,1.382,104.195,35.862
Croatia,1931,0.433,0.629,0.047,0.013,0.364,0.339,15.967,45.815
Czechia,1931,0.392,37.319,0.411,0.002,0.042,0.991,14.419,50.074
Denmark,1931,0.251,14.07,0.058,0.014,3.934,0.992,12.568,55.676
Egypt,1931,0.12,1.182,1.269,0.76,0.887,0.275,30.802,26.821
Estonia,1931,0.029,1.4,0.664,0.002,0.3,0.165,24.754,59.437
Finland,1931,0.08,2.832,0.093,0.426,0.099,0.966,24.946,60.192
France,1931,2.424,213.706,2.417,1.123,1.363,2.174,2.349,48.865
Georgia,1931,0.009,0.373,0.495,0.012,1.048,7.868,44.783,41.717
Germany,1931,1.897,384.068,0.592,0.412,-0.385,9.92,13.405,52.52
Greece,1931,0.098,2.125,0.727,1.675,0.506,3.84,21.824,39.074
Hungary,1931,0.145,10.537,0.305,0.192,0.506,1.291,19.04,47.498
Indonesia,1931,0.065,3.725,2.476,1.256,11.847,0.175,106.774,-6.121
Iran,1931,7.875,60.064,11.354,41.349,17.924,0.301,53.688,32.428
Ireland,1931,1.017,9.842,26.236,20.473,80.251,0.522,-8.244,53.413
Italy,1931,1.519,30.43,2.728,0.022,2.202,3.494,12.496,41.903
Japan,1931,1.788,75.138,0.664,0.139,0.839,8.622,138.253,36.205
Kazakhstan,1931,0.069,9.608,0.869,0.016,2.225,4.925,66.924,48.02
Kyrgyzstan,1931,0.014,0.709,0.941,0.003,0.372,1.801,74.766,41.204
Latvia,1931,0.046,0.271,0.122,0.006,0.587,0.852,25,57
Lithuania,1931,0.028,0.332,3.126,0.012,1.258,0.414,23.904,54.899
Malaysia,1931,0.058,1.085,0.183,0.13,1.623,0.037,112.5,2.5
Mexico,1931,0.117,1.748,2.983,0.484,14.52,0.189,-102,23
Moldova,1931,0.011,0.675,1.759,0.007,0.727,0.336,28.37,47.412
Montenegro,1931,0.16,0.129,0.044,1.185,0.003,0.522,19.3,42.5
Netherlands,1931,0.098,41.425,0.098,0.642,3.433,1.12,5.55,52.317
New Zealand,1931,0.076,4.159,0.318,20.676,0.004,0.78,173,-42
Nigeria,1931,0.034,0.883,1.137,1.419,1.208,0.601,10,8
North Korea,1931,0.419,2.353,10.761,24.939,0.242,0.502,127,40
North Macedonia,1931,0.037,0.905,3.131,8.961,0.04,0.431,21.7,41.6
Norway,1931,0.11,7.046,0.128,0.798,0.93,0.359,8,61
Oceania,1931,0.273,23.508,1.211,6.621,0.004,1.195,133.775,-25.274
Peru,1931,0.015,0.374,1.624,1.094,4.111,5.137,-76,-10
Philippines,1931,0.047,0.033,0.675,11.309,14.753,5.279,122,13
Poland,1931,0.269,52.399,3.041,0.66,1.499,5.427,20,52
Portugal,1931,0.047,3.488,3.185,23.009,0.385,3.12,-9.183,38.7
Romania,1931,0.098,2.558,1.309,2.466,20.727,1.424,25,46
Russia,1931,1.014,69.789,6.309,0.846,43.311,14.136,90,60
Serbia,1931,0.145,3.7,0.087,0.004,0.058,7.986,21,44
Slovakia,1931,0.221,11.812,0.029,0.002,0.022,2.14,19.5,48.667
Slovenia,1931,0.081,0.943,0.019,0.002,0.08,0.708,14.817,46.117
South Africa,1931,0.154,25.567,0.097,2.995,3.357,1.001,25,-30
South Korea,1931,0.526,0.131,0.075,6.367,22.403,1.608,128,36
Spain,1931,0.807,19.185,0.112,0.315,2.224,2.611,-4,40
Sweden,1931,0.258,16.726,0.121,0.064,1.961,1.052,16,63
Switzerland,1931,0.422,8.728,0.544,0.848,0.945,0.449,8.333,46.833
Taiwan,1931,0.246,3.774,1.562,0.13,2.719,0.535,121,24
Tajikistan,1931,0.007,0.228,0.452,0.003,0.29,0.892,71,39
Trinidad and Tobago,1931,0.17,5.708,1.677,0.269,3.074,2.159,-61.1,10.6
Turkey,1931,0.051,3.888,0.265,7.436,4.888,2.803,35,39
Turkmenistan,1931,0.038,0.226,0.235,0.059,1.827,6.934,60,40
Ukraine,1931,0.283,25.994,3.131,0.181,8.228,8.038,32,49
United Kingdom,1931,2.958,406.554,0.866,35.445,2.7,3.218,-3,55
United States,1931,10.743,1021.482,28.765,84.214,366.621,10.354,-100,40
Uzbekistan,1931,0.184,2.327,19.146,0.141,3.125,27.588,63,42
Venezuela,1931,0.175,0.004,23.814,2.17,-0.26,27.588,-65,7
Vietnam,1931,0.076,4.58,21.39,19.992,17.815,27.588,108,16
Zimbabwe,1931,0.363,1.557,0.572,1.249,1.67,27.588,30,-20
Argentina,1932,0.247,6.331,4.787,0.769,5.752,1.379,-58.382,-34.604
Armenia,1932,0.011,0.17,1.022,0.015,0.87,1.379,45.038,40.069
Australia,1932,0.124,20.218,0.353,0.933,5.728,1.379,151.21,-33.865
Austria,1932,0.174,14.183,11.042,0.026,0.788,2.886,14.55,47.516
Azerbaijan,1932,0.031,0.09,0.17,0.091,2.841,1.329,48.5,41.4
Belarus,1932,0.046,1.249,0.238,0.041,5.341,3.359,27.953,53.71
Belgium,1932,1.039,64.157,0.032,13.229,2.517,1.612,4.47,50.504
Bosnia and Herzegovina,1932,0.007,1.192,0.058,0,0.025,1.604,18.294,44.409
Brazil,1932,0.073,4.096,0.009,0.004,0.252,1.444,-46.625,-23.534
Bulgaria,1932,0.069,2.568,0.556,3.134,1.108,1.191,25.486,42.734
Canada,1932,0.363,57.737,1.234,1.238,10.868,2.795,-123.116,49.246
Chile,1932,0.055,2.84,1.385,16.459,0.339,1.631,-70.674,-33.447
China,1932,0.08,38.289,0.366,4.226,0.216,1.38,104.195,35.862
Croatia,1932,0.3,0.53,0.047,0.004,0.481,0.337,15.967,45.815
Czechia,1932,0.353,32.511,0.412,0.002,0.04,1.021,14.419,50.074
Denmark,1932,0.204,13.223,0.058,0.015,3.988,0.989,12.568,55.676
Egypt,1932,0.12,1.147,1.272,0.74,0.832,0.274,30.802,26.821
Estonia,1932,0.026,1.644,0.651,0.002,0.27,0.164,24.754,59.437
Finland,1932,0.076,2.811,0.094,0.436,0.135,0.969,24.946,60.192
France,1932,2.486,186.479,2.489,1.022,2.81,2.221,2.349,48.865
Georgia,1932,0.011,0.508,0.486,0.016,1.091,7.885,44.783,41.717
Germany,1932,1.428,346.057,0.606,0.282,-0.18,9.937,13.405,52.52
Greece,1932,0.098,2.026,0.714,1.646,0.557,3.792,21.824,39.074
Hungary,1932,0.098,9.658,0.306,0.004,0.451,1.292,19.04,47.498
Indonesia,1932,0.04,2.785,2.504,1.315,12.447,0.176,106.774,-6.121
Iran,1932,7.004,52.581,11.366,39.651,20.09,0.303,53.688,32.428
Ireland,1932,0.88,6.427,25.791,20.038,76.079,0.524,-8.244,53.413
Italy,1932,1.545,24.347,2.751,0.022,2.151,3.517,12.496,41.903
Japan,1932,1.843,75.354,0.648,0.092,0.692,8.676,138.253,36.205
Kazakhstan,1932,0.069,11.331,0.873,0.019,2.009,4.89,66.924,48.02
Kyrgyzstan,1932,0.014,0.87,0.923,0.003,0.349,1.796,74.766,41.204
Latvia,1932,0.038,0.363,0.121,0.008,0.601,0.847,25,57
Lithuania,1932,0.033,0.459,3.055,0.017,1.329,0.415,23.904,54.899
Malaysia,1932,0.056,0.747,0.184,0.129,1.048,0.037,112.5,2.5
Mexico,1932,0.119,1.308,2.967,0.473,14.414,0.19,-102,23
Moldova,1932,0.011,0.866,1.718,0.009,0.713,0.337,28.37,47.412
Montenegro,1932,0.16,0.116,0.043,1.178,0.005,0.523,19.3,42.5
Netherlands,1932,0.127,38.362,0.097,0.605,2.927,1.121,5.55,52.317
New Zealand,1932,0.073,3.462,0.311,20.151,0.004,0.775,173,-42
Nigeria,1932,0.034,0.678,1.137,1.376,1.172,0.6,10,8
North Korea,1932,0.314,2.773,10.697,24.805,0.251,0.502,127,40
North Macedonia,1932,0.027,0.812,3.068,8.828,0.056,0.43,21.7,41.6
Norway,1932,0.117,7.383,0.13,0.807,1.143,0.359,8,61
Oceania,1932,0.196,23.68,1.18,6.408,0.004,1.22,133.775,-25.274
Peru,1932,0.011,0.07,1.624,1.129,4.027,5.138,-76,-10
Philippines,1932,0.056,0.032,0.695,11.121,14.036,5.28,122,13
Poland,1932,0.174,39.982,3.061,0.605,1.216,5.428,20,52
Portugal,1932,0.058,2.946,3.134,22.632,0.385,3.076,-9.183,38.7
Romania,1932,0.105,2.114,1.307,2.598,22.541,1.429,25,46
Russia,1932,1.059,86.397,6.489,1.026,41.04,14.536,90,60
Serbia,1932,0.109,3.368,0.087,0.001,0.082,7.972,21,44
Slovakia,1932,0.2,10.287,0.029,0.002,0.021,2.126,19.5,48.667
Slovenia,1932,0.06,0.838,0.019,0.001,0.111,0.7,14.817,46.117
South Africa,1932,0.142,23.314,0.097,3.003,3.44,1.006,25,-30
South Korea,1932,0.353,0.154,0.075,6.254,21.25,1.613,128,36
Spain,1932,0.705,17.906,0.113,0.333,2.231,2.617,-4,40
Sweden,1932,0.241,16.305,0.124,0.066,2.191,1.044,16,63
Switzerland,1932,0.396,8.702,0.535,0.814,1.125,0.446,8.333,46.833
Taiwan,1932,0.232,3.594,1.553,0.129,2.267,0.538,121,24
Tajikistan,1932,0.007,0.296,0.443,0.004,0.287,0.895,71,39
Trinidad and Tobago,1932,0.163,5.411,1.683,0.275,3.254,2.162,-61.1,10.6
Tunisia,1932,0.044,0.015,1.12,22.038,3.245,2.448,9,34
Turkey,1932,0.054,3.946,0.264,7.279,4.583,2.806,35,39
Turkmenistan,1932,0.046,0.32,0.237,0.081,1.976,6.939,60,40
Ukraine,1932,0.286,31.056,3.146,0.212,7.524,8.042,32,49
United Kingdom,1932,2.137,390.766,0.849,32.223,2.997,3.223,-3,55
United States,1932,6.615,834.233,29.521,77.955,337.65,10.589,-100,40
Uzbekistan,1932,0.201,3.022,18.707,0.179,3.105,27.588,63,42
Venezuela,1932,0.134,0.004,24.024,1.062,2.742,27.588,-65,7
Vietnam,1932,0.084,4.543,21.019,19.592,16.897,27.588,108,16
Zimbabwe,1932,0.339,1.161,0.572,1.249,1.596,27.588,30,-20
Argentina,1933,0.254,5.959,4.715,1.034,5.985,1.379,-58.382,-34.604
Armenia,1933,0.009,0.215,0.998,0.02,0.948,1.379,45.038,40.069
Australia,1933,0.16,21.42,0.354,0.902,5.968,1.379,151.21,-33.865
Austria,1933,0.138,13.084,10.854,0.03,1.007,2.855,14.55,47.516
Azerbaijan,1933,0.027,0.116,0.171,0.118,3.151,1.334,48.5,41.4
Belarus,1933,0.039,1.571,0.245,0.051,5.801,3.364,27.953,53.71
Belgium,1933,0.963,69.14,0.033,12.494,2.554,1.63,4.47,50.504
Bosnia and Herzegovina,1933,0.007,1.103,0.058,0,0.023,1.603,18.294,44.409
Brazil,1933,0.109,4.613,0.009,0.004,0.17,1.443,-46.625,-23.534
Bulgaria,1933,0.058,2.29,0.549,3.042,1.077,1.19,25.486,42.734
Canada,1933,0.189,56.44,1.236,1.224,11.63,2.8,-123.116,49.246
Chile,1933,0.069,4.023,1.322,15.491,0.32,1.629,-70.674,-33.447
China,1933,0.113,41.814,0.377,3.992,0.267,1.377,104.195,35.862
Croatia,1933,0.292,0.488,0.046,0.004,0.437,0.335,15.967,45.815
Czechia,1933,0.279,29.778,0.413,0.002,0.037,1.052,14.419,50.074
Denmark,1933,0.273,13.099,0.058,0.015,4.042,0.987,12.568,55.676
Egypt,1933,0.142,1.111,1.275,0.72,0.729,0.274,30.802,26.821
Estonia,1933,0.026,1.876,0.639,0.002,0.266,0.164,24.754,59.437
Finland,1933,0.08,3.034,0.094,0.446,0.11,0.972,24.946,60.192
France,1933,2.301,189.117,2.562,0.92,7.969,2.268,2.349,48.865
Georgia,1933,0.009,0.626,0.476,0.02,1.162,7.902,44.783,41.717
Germany,1933,1.944,363.036,0.619,0.152,-0.143,9.954,13.405,52.52
Greece,1933,0.098,1.64,0.701,1.618,0.561,3.744,21.824,39.074
Hungary,1933,0.091,9.373,0.306,0.004,0.538,1.293,19.04,47.498
Indonesia,1933,0.036,2.744,2.532,1.513,13.568,0.177,106.774,-6.121
Iran,1933,6.132,45.098,11.378,37.952,22.087,0.304,53.688,32.428
Ireland,1933,0.742,9.266,25.346,19.603,71.907,0.525,-8.244,53.413
Italy,1933,1.756,26.644,2.773,0.022,2.052,3.541,12.496,41.903
Japan,1933,2.366,88.273,0.632,0.084,0.619,8.729,138.253,36.205
Kazakhstan,1933,0.053,12.949,0.878,0.022,1.982,4.855,66.924,48.02
Kyrgyzstan,1933,0.011,1.015,0.904,0.004,0.352,1.791,74.766,41.204
Latvia,1933,0.038,0.444,0.121,0.009,0.634,0.842,25,57
Lithuania,1933,0.028,0.572,2.985,0.021,1.432,0.416,23.904,54.899
Malaysia,1933,0.054,0.59,0.184,0.128,1,0.037,112.5,2.5
Mexico,1933,0.12,1.227,2.951,0.575,14.938,0.191,-102,23
Moldova,1933,0.009,1.032,1.678,0.011,0.735,0.338,28.37,47.412
Montenegro,1933,0.159,0.107,0.042,1.171,0.004,0.524,19.3,42.5
Netherlands,1933,0.178,35.277,0.097,0.568,3.114,1.122,5.55,52.317
New Zealand,1933,0.087,3.455,0.303,19.626,0.004,0.77,173,-42
Nigeria,1933,0.035,0.634,1.137,1.334,1.137,0.6,10,8
North Korea,1933,0.208,3.27,10.633,24.672,0.26,0.501,127,40
North Macedonia,1933,0.027,0.75,3.004,8.695,0.051,0.43,21.7,41.6
Norway,1933,0.111,7.738,0.132,0.817,1.33,0.358,8,61
Oceania,1933,0.247,24.875,1.149,6.194,0.004,1.246,133.775,-25.274
Peru,1933,0.015,0.081,1.624,1.165,5.401,5.139,-76,-10
Philippines,1933,0.047,0.029,0.715,10.933,13.319,5.282,122,13
Poland,1933,0.204,41.136,3.081,0.641,1.224,5.429,20,52
Portugal,1933,0.08,3.484,3.082,22.255,0.432,3.032,-9.183,38.7
Romania,1933,0.109,1.898,1.305,2.675,22.629,1.433,25,46
Russia,1933,0.828,101.204,6.669,1.214,41.518,14.937,90,60
Serbia,1933,0.106,3.113,0.087,0.001,0.075,7.958,21,44
Slovakia,1933,0.158,9.433,0.029,0.002,0.019,2.112,19.5,48.667
Slovenia,1933,0.058,0.774,0.019,0.001,0.101,0.693,14.817,46.117
South Africa,1933,0.153,25.179,0.097,3.01,3.524,1.011,25,-30
South Korea,1933,0.179,0.182,0.074,6.141,20.097,1.619,128,36
Spain,1933,0.694,15.667,0.113,0.344,2.001,2.622,-4,40
Sweden,1933,0.201,16.946,0.128,0.067,2.371,1.036,16,63
Switzerland,1933,0.36,8.398,0.526,0.78,1.169,0.442,8.333,46.833
Taiwan,1933,0.218,4.067,1.544,0.128,1.816,0.541,121,24
Tajikistan,1933,0.006,0.356,0.434,0.005,0.298,0.898,71,39
Trinidad and Tobago,1933,0.156,5.113,1.689,0.282,3.785,2.165,-61.1,10.6
Tunisia,1933,0.018,0.013,1.093,20.814,3.103,2.451,9,34
Turkey,1933,0.058,4.606,0.263,7.122,4.278,2.809,35,39
Turkmenistan,1933,0.038,0.405,0.239,0.104,2.16,6.943,60,40
Ukraine,1933,0.219,35.727,3.161,0.246,7.475,8.046,32,49
United Kingdom,1933,2.21,386.647,0.832,29.001,3.298,3.227,-3,55
United States,1933,5.553,889.861,30.277,78.102,373.787,10.823,-100,40
Uzbekistan,1933,0.162,3.651,18.269,0.218,3.24,27.588,63,42
Venezuela,1933,0.093,0.015,24.235,1.055,1.751,27.588,-65,7
Vietnam,1933,0.055,4.221,20.648,19.193,15.978,27.588,108,16
Zimbabwe,1933,0.316,1.282,0.572,1.249,1.523,27.588,30,-20
Argentina,1934,0.28,6.581,4.643,1.249,6.13,1.379,-58.382,-34.604
Armenia,1934,0.012,0.278,0.974,0.027,1.124,1.379,45.038,40.069
Australia,1934,0.207,22.49,0.356,0.871,6.207,1.379,151.21,-33.865
Austria,1934,0.153,12.795,10.665,0.034,0.806,2.824,14.55,47.516
Azerbaijan,1934,0.037,0.152,0.172,0.162,3.777,1.338,48.5,41.4
Belarus,1934,0.053,2.033,0.251,0.07,6.871,3.368,27.953,53.71
Belgium,1934,0.938,70.836,0.034,11.76,3.184,1.648,4.47,50.504
Bosnia and Herzegovina,1934,0.007,1.15,0.057,0,0.021,1.602,18.294,44.409
Brazil,1934,0.16,4.463,0.009,0.004,0.089,1.442,-46.625,-23.534
Bulgaria,1934,0.058,2.382,0.542,2.951,1.045,1.189,25.486,42.734
Canada,1934,0.273,65.156,1.238,1.227,13.257,2.805,-123.116,49.246
Chile,1934,0.102,4.727,1.258,14.523,0.301,1.627,-70.674,-33.447
China,1934,0.098,48.874,0.388,3.758,0.282,1.375,104.195,35.862
Croatia,1934,0.314,0.53,0.046,0.004,0.422,0.332,15.967,45.815
Czechia,1934,0.293,29.713,0.413,0.002,0.054,1.082,14.419,50.074
Denmark,1934,0.382,14.26,0.057,0.015,4.096,0.984,12.568,55.676
Egypt,1934,0.145,1.076,1.278,0.7,0.678,0.273,30.802,26.821
Estonia,1934,0.03,2.292,0.626,0.003,0.298,0.164,24.754,59.437
Finland,1934,0.113,3.708,0.094,0.457,0.132,0.974,24.946,60.192
France,1934,2.41,188.201,2.635,0.818,10.739,2.316,2.349,48.865
Georgia,1934,0.012,0.8,0.466,0.027,1.359,7.919,44.783,41.717
Germany,1934,3.198,405.088,0.632,0.022,0.311,9.971,13.405,52.52
Greece,1934,0.124,2.066,0.689,1.589,0.641,3.696,21.824,39.074
Hungary,1934,0.113,9.739,0.307,0.004,0.718,1.294,19.04,47.498
Indonesia,1934,0.055,2.741,2.56,1.612,14.827,0.178,106.774,-6.121
Iran,1934,5.261,37.614,11.39,36.254,23.494,0.305,53.688,32.428
Ireland,1934,0.605,9.482,24.902,19.167,67.735,0.526,-8.244,53.413
Italy,1934,2.013,35.336,2.796,0.026,2.286,3.564,12.496,41.903
Japan,1934,2.304,98.034,0.616,0.084,0.78,8.783,138.253,36.205
Kazakhstan,1934,0.068,15.838,0.882,0.028,2.219,4.82,66.924,48.02
Kyrgyzstan,1934,0.015,1.255,0.885,0.005,0.398,1.786,74.766,41.204
Latvia,1934,0.054,0.564,0.12,0.012,0.737,0.836,25,57
Lithuania,1934,0.037,0.735,2.915,0.028,1.683,0.417,23.904,54.899
Malaysia,1934,0.052,0.868,0.185,0.127,0.865,0.037,112.5,2.5
Mexico,1934,0.122,1.48,2.934,0.638,16.774,0.192,-102,23
Moldova,1934,0.012,1.293,1.637,0.014,0.843,0.339,28.37,47.412
Montenegro,1934,0.158,0.112,0.041,1.164,0.004,0.525,19.3,42.5
Netherlands,1934,0.196,35.508,0.097,0.531,2.924,1.123,5.55,52.317
New Zealand,1934,0.075,3.979,0.295,19.101,0.004,0.765,173,-42
Nigeria,1934,0.036,0.7,1.138,1.291,1.101,0.599,10,8
North Korea,1934,0.103,4.245,10.57,24.539,0.268,0.501,127,40
North Macedonia,1934,0.028,0.787,2.941,8.561,0.047,0.429,21.7,41.6
Norway,1934,0.124,7.878,0.134,0.826,1.484,0.357,8,61
Oceania,1934,0.207,26.469,1.119,5.981,0.004,1.272,133.775,-25.274
Peru,1934,0.022,0.092,1.623,1.235,6.635,5.14,-76,-10
Philippines,1934,0.047,0.04,0.735,10.744,12.601,5.283,122,13
Poland,1934,0.356,43.037,3.101,0.652,1.169,5.43,20,52
Portugal,1934,0.091,3.506,3.03,21.879,0.499,2.988,-9.183,38.7
Romania,1934,0.156,2.297,1.303,3.235,25.97,1.438,25,46
Russia,1934,1.077,125.384,6.849,1.57,47.073,15.338,90,60
Serbia,1934,0.11,3.25,0.087,0.001,0.07,7.943,21,44
Slovakia,1934,0.166,9.405,0.029,0.002,0.029,2.098,19.5,48.667
Slovenia,1934,0.06,0.816,0.019,0.001,0.095,0.685,14.817,46.117
South Africa,1934,0.214,28.656,0.097,3.018,3.608,1.017,25,-30
South Korea,1934,0.006,0.236,0.074,6.028,18.944,1.624,128,36
Spain,1934,0.672,16.385,0.114,0.352,2.836,2.627,-4,40
Sweden,1934,0.287,18.947,0.132,0.069,2.499,1.028,16,63
Switzerland,1934,0.324,8.273,0.518,0.746,1.282,0.439,8.333,46.833
Taiwan,1934,0.204,4.034,1.534,0.139,1.365,0.544,121,24
Tajikistan,1934,0.008,0.447,0.424,0.006,0.343,0.901,71,39
Trinidad and Tobago,1934,0.149,4.815,1.695,0.33,4.778,2.168,-61.1,10.6
Tunisia,1934,0.018,0.012,1.066,19.59,2.96,2.454,9,34
Turkey,1934,0.084,5.709,0.262,6.964,3.972,2.812,35,39
Turkmenistan,1934,0.052,0.524,0.241,0.141,2.558,6.947,60,40
Ukraine,1934,0.283,43.831,3.176,0.316,8.393,8.051,32,49
United Kingdom,1934,2.609,416.611,0.816,25.779,3.983,3.232,-3,55
United States,1934,6.857,963.92,31.032,88.812,374.993,11.058,-100,40
Uzbekistan,1934,0.213,4.578,17.83,0.286,3.718,27.588,63,42
Venezuela,1934,0.052,0.01,24.446,1.161,4.063,27.588,-65,7
Vietnam,1934,0.058,4.225,20.276,18.793,15.06,27.588,108,16
